鄉鎮市區,土地總面積平方公尺,總樓層數,建物型態,建物總面積平方公尺,房,廳,衛,有無管理,總價元,單價每平方公尺,車位移轉總面積平方公尺,電梯
安平區,82.07,4,透天厝,189.27,4,1,3,無,8880000,46917,,無
中西區,28.07,25,住宅大樓,316.94,3,2,3,有,20730000,73514,33.8,有
中西區,32.48,,住宅大樓,,4,2,3,有,29400000,92449,,
中西區,28.07,25,住宅大樓,316.94,3,2,3,有,21460000,77244,33.8,有
中西區,27.27,25,住宅大樓,310.99,3,2,3,有,22700000,82582,33.8,有
中西區,170.05,,,,,,,無,16075000,94531,,
安平區,4.02,,,,,,,無,244000,60697,,
安平區,2.57,,,,,,,無,156000,60700,,
中西區,27.67,25,住宅大樓,285.8,3,2,3,有,16500000,61507,33.8,有
安平區,208.23,,,,,,,無,35800000,171925,,
中西區,84.88,,,,,,,無,10783900,127049,,
安平區,7.67,23,住宅大樓,90.06,2,2,1,有,5600000,62180,,有
北區,157.58,4,透天厝,428.06,5,2,6,無,47500000,110966,,無
中西區,178.39,,,,,,,無,14101100,79046,,
中西區,17.44,25,住宅大樓,223.31,4,2,2,有,13000000,58216,27.75,有
安平區,14.28,13,住宅大樓,140.96,3,2,2,有,6300000,44694,,有
中西區,9.31,13,住宅大樓,66.15,1,1,1,有,2250000,34013,,有
北區,10.5,19,住宅大樓,125.42,3,2,2,有,6300000,50233,,有
北區,30.42,,住宅大樓,,3,2,3,有,8280000,40100,,
中西區,144.29,2,透天厝,129,5,6,4,無,19500000,151163,,無
安平區,85,4,透天厝,239.82,5,2,4,無,11500000,47953,,無
中西區,31.7,26,住宅大樓,347.24,3,2,3,有,21520000,61974,24.8,有
中西區,29.14,2,透天厝,39.52,2,2,1,無,2120000,53644,,無
安平區,1.04,,,,,,,有,2200000,45417,,
安平區,85.77,4,透天厝,174.11,5,2,4,無,15200000,87301,,無
北區,19.88,22,住宅大樓,241.82,3,2,2,有,14930000,72343,55.49,有
安平區,8.63,29,住宅大樓,172.17,2,2,2,有,14620000,90520,23.36,有
安平區,13.63,14,住宅大樓,162.28,3,2,2,有,6300000,38823,,有
北區,25.95,5,公寓,100.18,3,2,2,無,2300000,22960,,無
安平區,33.91,24,住宅大樓,390.55,3,2,3,有,23490000,60372,21.93,有
安平區,14.45,6,華夏,83.24,2,1,1,有,4300000,51660,,有
北區,37.55,5,華夏,200.97,3,2,3,有,6800000,33835,,有
安平區,28.28,24,住宅大樓,338.55,3,2,3,有,25380000,79327,25.06,有
安平區,28.28,24,住宅大樓,338.55,,,,有,19350000,57727,25.06,有
安平區,25.17,24,住宅大樓,313.48,3,2,3,有,20380000,65806,25.06,有
中西區,17.11,18,住宅大樓,168,3,2,2,有,12200000,72619,23.12,有
安平區,23.31,24,住宅大樓,287.88,,,,有,25100000,90365,25.06,有
北區,62.52,,住宅大樓,,3,2,2,有,27880000,76534,,
安平區,127,,,,,,,無,10940000,86142,,
北區,10.19,14,住宅大樓,79.2,2,1,1,有,3700000,46717,,有
安平區,3.85,,住宅大樓,,3,2,2,有,1750000,32591,,
北區,168.66,5,華夏,405.46,13,0,13,無,25100000,61905,,有
中西區,23.98,5,公寓,99.89,3,2,2,無,3800000,38042,,無
中西區,28.01,25,住宅大樓,316.47,3,2,3,有,17500000,62282,33.8,有
北區,47.66,24,住宅大樓,298.84,1,2,1,有,47500000,158946,32.55,有
北區,20.36,11,住宅大樓,92.72,2,1,2,有,6800000,73338,,有
北區,228.92,,透天厝,,35,0,35,無,61000000,81291,,
安平區,6.99,14,住宅大樓,72.63,1,1,1,有,4050000,55761,,有
北區,18.87,11,住宅大樓,86.23,2,1,2,有,6200000,71903,,有
安平區,108,,,,,,,無,9147600,84700,,
中西區,12.12,10,華夏,121.06,2,1,2,有,7500000,61951,29.15,有
北區,69.46,2,透天厝,84.36,6,2,2,無,4000000,47416,,無
中西區,22.28,10,華夏,151.56,3,2,2,有,6980000,46055,26.53,有
北區,22.09,11,住宅大樓,103.2,2,1,2,有,7400000,70744,16.97,有
北區,18.87,11,住宅大樓,86.23,2,1,2,有,6000000,69584,,有
中西區,3.17,,,,,,,有,1200000,48387,,
北區,20.95,11,住宅大樓,107.79,2,1,2,有,7670000,71850,14.26,有
中西區,3.17,,,,,,,有,1200000,48387,,
北區,,2,透天厝,112.19,3,2,1,無,1150000,10250,,無
安平區,143.6,,,,,,,無,9800000,68245,,
中西區,90.5,,,,,,,無,6200000,68508,,
安平區,297,,,,,,,無,35000000,117845,,
中西區,33.51,2,透天厝,52.74,2,2,1,無,3000000,56883,,無
安平區,151.72,5,透天厝,440.49,4,2,5,無,33300000,75598,,無
中西區,22.1,5,華夏,92.15,2,2,2,有,6720000,72923,,有
中西區,125.11,5,透天厝,323.16,5,2,5,無,23000000,71172,,無
北區,15.21,24,住宅大樓,164.53,2,2,2,有,11500000,69895,33.38,有
中西區,36.29,3,公寓,84.95,2,2,2,無,3200000,37671,,無
北區,43.33,2,透天厝,70.98,3,1,2,無,2500000,35221,,無
安平區,143,5,透天厝,452.59,6,2,6,無,32200000,71146,,無
北區,96,2,透天厝,140.05,,,,無,16700000,119243,,無
北區,152,2,透天厝,195.05,5,3,3,無,28300000,145091,,無
北區,31.65,12,住宅大樓,142.88,3,1,2,有,6000000,41992,,有
安平區,,4,透天厝,244.44,3,2,4,無,3100000,12682,,無
安平區,24.12,6,華夏,138.19,4,2,2,有,5100000,36906,,有
北區,581.59,,透天厝,,26,27,2,無,80000000,65303,,
北區,109.44,4,透天厝,290.16,5,2,6,無,28230000,97291,,無
中西區,20.19,15,住宅大樓,268.3,,,,有,9350000,34849,,有
安平區,25.16,29,住宅大樓,278.95,3,2,3,有,16000000,55787,24.11,有
安平區,20.85,29,住宅大樓,230.5,3,2,2,有,13450000,58143,24.11,有
北區,,5,公寓,106.63,3,2,1,無,1800000,16881,,無
北區,464.68,,,,,,,無,66063200,142169,,
北區,1093.46,,,,,,,無,155461900,142174,,
北區,59,2,透天厝,84.67,8,0,8,無,8000000,94484,,無
北區,72.4,3,透天厝,153.7,4,1,2,無,2600000,16916,,無
北區,335.38,,,,,,,無,30435000,90748,,
中西區,26.48,2,透天厝,36,2,2,1,無,2080000,57778,,無
北區,4.86,5,華夏,23.83,1,0,1,有,1060000,44482,,有
北區,11.15,24,住宅大樓,153.98,3,2,2,有,8000000,51956,27.73,有
北區,71.2,3,透天厝,153.7,5,3,4,無,7500000,48796,,無
安平區,40.66,21,住宅大樓,284.49,3,2,3,有,22770000,91466,30.89,有
北區,31.38,11,住宅大樓,145.28,3,2,2,有,6300000,43363,,有
北區,212,,,,,,,無,17000000,80189,,
北區,66.09,2,透天厝,91.04,6,3,2,無,5200000,57118,,無
中西區,69.38,2,透天厝,85.08,5,2,2,無,6500000,76399,,無
中西區,19.3,21,住宅大樓,218.12,3,2,2,有,14000000,64186,43.1,有
中西區,21.14,12,住宅大樓,190.26,4,2,3,有,7200000,37843,,有
安平區,2.86,12,住宅大樓,33.07,1,1,1,有,2110000,63811,,有
北區,15.35,19,住宅大樓,195.43,4,2,2,有,9400000,48098,13.4,有
北區,83.64,3,透天厝,171.12,5,2,3,無,10500000,61360,,無
中西區,15,1,透天厝,8.76,1,1,1,無,3100000,353881,,無
中西區,27.67,6,華夏,174.95,3,1,2,有,12800000,73165,,有
北區,14.89,,,,,,,無,272000,18272,,
北區,42.59,,,,,,,無,950000,22307,,
安平區,24.93,29,住宅大樓,276.63,3,2,3,有,15750000,57920,24.11,有
安平區,23.29,29,住宅大樓,258.32,3,2,3,有,14780000,56061,24.11,有
安平區,21.16,29,住宅大樓,233.7,3,2,2,有,14050000,59164,24.11,有
北區,31.81,13,住宅大樓,140.86,3,2,2,有,6000000,42594,,有
安平區,8.73,20,住宅大樓,117.72,2,1,1,有,6580000,61793,30.65,有
安平區,13.74,14,住宅大樓,122.28,3,2,1,有,6500000,53156,,有
北區,77.06,4,透天厝,167.12,5,2,4,無,13580000,81259,,無
安平區,156,,,,,,,無,14100000,90385,,
中西區,28.42,24,住宅大樓,344.61,3,2,2,有,19570000,69666,44.77,有
中西區,28.01,25,住宅大樓,316.94,3,2,3,有,20480000,72512,33.8,有
中西區,27.27,25,住宅大樓,310.99,3,2,3,有,22600000,82171,33.8,有
中西區,28.01,25,住宅大樓,316.45,3,2,3,有,17430000,62006,33.8,有
安平區,185.4,4,透天厝,381.7,5,2,6,無,31500000,82526,,無
中西區,128.13,4,透天厝,274.14,21,0,20,無,33500000,122200,,無
安平區,9.47,24,住宅大樓,143.81,3,2,2,有,6000000,41721,,有
中西區,10.37,10,華夏,84.62,3,2,1,有,4250000,50226,,有
安平區,8.99,20,住宅大樓,120.72,2,1,1,有,6500000,53844,30.67,有
中西區,17.21,7,華夏,119.14,3,2,2,無,5900000,49522,15.5,有
中西區,5.81,,,,,,,無,1200000,206540,,
北區,13555.93,,,,,,,無,1189200000,87725,,
中西區,2.97,12,住宅大樓,31.12,1,0,1,有,1680000,53977,,有
安平區,9.3,29,住宅大樓,185.26,3,2,2,有,16050000,91413,23.36,有
北區,17.81,22,住宅大樓,203.2,3,2,2,有,15450000,83738,36.01,有
北區,20.51,22,住宅大樓,228.5,3,2,2,有,17030000,81201,36.01,有
安平區,7.37,27,住宅大樓,86.52,2,1,1,有,5760000,66571,,有
中西區,13.78,7,華夏,69.42,2,1,1,無,4030000,58052,,有
北區,84,2,透天厝,107.6,8,0,8,無,11000000,102230,,無
中西區,39.05,2,透天厝,61.91,4,2,2,無,5500000,88839,,無
中西區,30.48,5,公寓,104.46,3,2,1,無,3100000,29676,,無
安平區,18.43,14,住宅大樓,125.58,2,2,2,有,7100000,56539,,有
安平區,21.7,23,住宅大樓,222.09,,,,有,15080000,72354,28.87,有
安平區,22.65,23,住宅大樓,253.45,4,2,2,有,20000000,92993,28.87,有
中西區,5.47,6,華夏,24.65,1,0,1,有,820000,33263,,有
安平區,10.63,10,華夏,99.74,3,2,2,有,4050000,40606,,有
中西區,3.78,7,華夏,25.22,1,1,1,有,970000,38466,,有
安平區,113,,,,,,,無,7800000,69027,,
北區,10.24,5,公寓,41.21,1,1,1,有,1860000,45132,,無
中西區,5.14,7,華夏,28.07,1,0,1,有,1200000,42754,,有
中西區,30.11,5,公寓,124.19,3,2,2,無,4380000,35268,,無
中西區,45.34,,,,,,,無,7000000,154389,,
中西區,26.3,27,住宅大樓,281.96,3,2,3,有,27000000,100053,25.6,有
中西區,26.35,,住宅大樓,,3,2,3,有,24500000,84198,,
安平區,32.59,7,華夏,167.93,3,2,2,有,5600000,33347,,有
北區,70,2,透天厝,86,3,1,1,無,4200000,48837,,無
北區,28,5,華夏,88.51,3,2,2,無,4100000,46323,,有
安平區,9.81,20,住宅大樓,135.97,3,2,2,有,6600000,48540,19.22,有
中西區,11.75,5,公寓,53.16,2,1,1,無,2550000,47972,,無
北區,81,2,透天厝,121.53,3,2,2,無,7600000,62536,,無
中西區,2.97,20,住宅大樓,38.01,1,1,1,有,2300000,60517,,有
安平區,104,3,透天厝,209.93,4,1,3,無,11500000,54780,,無
中西區,11.4,,,,,,,無,862000,75621,,
北區,45.39,,,,,,,無,450000,9914,,
北區,13.69,19,住宅大樓,174.57,4,2,2,有,8140000,45571,14.43,有
安平區,4.77,,,,,,,無,142146,29800,,
安平區,93,4,透天厝,214.24,5,2,4,無,14800000,69081,,無
北區,71.35,4,透天厝,200.67,5,1,4,無,14700000,73255,,無
安平區,39.24,6,華夏,231.02,4,1,3,有,7800000,33763,,有
中西區,9.37,18,住宅大樓,136.34,2,2,2,有,4930000,36160,,有
安平區,1166.62,,,,,,,無,71103875,60949,,
安平區,16.39,8,華夏,93.22,3,2,2,有,4100000,43981,,有
北區,84.54,,,,,,,無,8183666,96800,,
中西區,3.78,18,住宅大樓,61.6,1,1,1,有,2800000,45454,,有
中西區,35.04,25,住宅大樓,386.42,4,2,4,有,26700000,75591,33.8,有
中西區,27.22,25,住宅大樓,283.14,3,2,3,有,19300000,72593,33.8,有
中西區,10.67,17,住宅大樓,144.68,,,,有,4500000,31104,,有
中西區,60.93,,透天厝,,5,3,2,無,9900000,61213,,
北區,23.7,5,公寓,88.92,3,1,1,無,3250000,36549,,無
北區,95.56,4,透天厝,200.33,4,2,4,有,16000000,79868,,無
北區,87.72,3,透天厝,180.33,5,2,4,無,12750000,70704,,無
北區,64,2,透天厝,110.52,3,2,2,無,13800000,124864,,無
中西區,85.58,4,透天厝,329.3,5,3,4,無,19200000,58305,,無
安平區,99,,,,,,,無,7200000,72727,,
北區,96,2,透天厝,118.61,3,2,3,無,6900000,58174,,無
安平區,1.38,,,,,,,有,1100000,50160,,
安平區,24.28,8,華夏,159.19,3,2,2,有,4500000,28268,,有
安平區,33.98,24,住宅大樓,390.5,3,2,3,有,27680000,73507,21.93,有
安平區,30.59,,住宅大樓,,3,2,3,有,22280000,65554,,
安平區,14.63,8,華夏,111.02,3,2,2,有,3100000,27923,,有
安平區,9,26,住宅大樓,124.97,3,2,2,有,3500000,28007,,有
安平區,141.5,5,透天厝,432.38,6,3,6,無,38000000,87886,,無
中西區,8.18,7,華夏,43.81,1,0,1,無,2250000,51360,,有
中西區,7.98,7,華夏,34.34,1,0,1,有,1950000,56787,,有
中西區,42.74,12,住宅大樓,482.04,11,0,11,無,14500000,30081,,有
中西區,7.92,,,,,,,無,470000,59343,,
北區,102.66,5,透天厝,294.92,5,2,4,有,15050000,51031,,無
北區,63,2,透天厝,95.53,3,2,3,無,5600000,58620,,無
中西區,59.91,3,透天厝,106.91,4,2,4,無,10500000,98213,,無
安平區,104,5,透天厝,295.68,4,2,5,無,17500000,59186,,無
北區,90,3,透天厝,133.44,4,2,3,無,12800000,95923,,無
北區,89.36,4,透天厝,248.69,6,4,6,無,16100000,64739,,無
北區,102.38,,,,,,,無,8500000,83024,,
中西區,31.02,,,,,,,無,1350000,43520,,
北區,281.68,,,,,,,無,34585900,122784,,
北區,194.83,,,,,,,無,23922100,122784,,
中西區,156.08,,,,,,,無,15875806,101716,,
中西區,33.09,,,,,,,無,1500000,45337,,
北區,55.12,4,透天厝,165.35,4,2,3,無,6800000,41125,,無
中西區,441.07,,,,,,,無,27000000,61215,,
北區,3.25,11,住宅大樓,29.54,1,1,1,有,1500000,50787,,有
中西區,31.99,,住宅大樓,,4,2,3,有,19800000,56497,,
中西區,31.28,1,透天厝,31.01,2,1,1,無,3700000,119316,,無
安平區,238,,,,,,,無,27000000,113445,,
北區,24.41,24,住宅大樓,251.72,3,2,2,有,19800000,87333,38.74,有
安平區,41.66,13,住宅大樓,385.42,,,,有,11000000,28540,,有
安平區,112,4,透天厝,245.48,5,2,5,無,18000000,73326,,無
北區,48.04,8,華夏,142.09,3,2,2,有,8040000,56584,,有
北區,161.48,,透天厝,,4,2,6,無,54000000,124378,,
北區,27.17,14,住宅大樓,122.34,3,1,1,有,13000000,106261,,有
中西區,9.6,8,華夏,82.59,2,2,1,有,4700000,56910,29.72,有
北區,150.77,5,透天厝,394.7,5,2,5,無,29680000,75196,,無
安平區,15.09,,,,,,,無,1410000,93416,,
安平區,28.12,23,住宅大樓,303.68,,,,有,20500000,75221,28.87,有
安平區,4.61,12,住宅大樓,46.47,1,1,1,有,1350000,29049,,有
北區,,5,公寓,62.62,1,1,1,無,500000,7985,,無
安平區,114.52,4,透天厝,339.01,5,2,6,無,25000000,73744,,無
北區,31.73,12,住宅大樓,143.63,3,2,2,有,7500000,52218,,有
安平區,8.54,23,住宅大樓,100.11,2,2,1,有,7100000,70920,28.36,有
中西區,22.16,5,公寓,93.88,2,1,1,無,1733453,18465,,無
安平區,134,5,透天厝,377.53,7,3,7,無,33060000,87569,,無
北區,81,3,透天厝,162.18,4,2,3,無,11800000,72759,,無
中西區,4.91,13,住宅大樓,53.14,2,1,1,有,3020000,56831,,有
中西區,16.45,7,華夏,121.29,3,2,2,有,6100000,50292,,有
安平區,12.29,23,住宅大樓,143.65,3,2,2,有,9600000,66830,,有
北區,120.15,,,,,,,無,10000000,83229,,
安平區,14.85,11,住宅大樓,89.57,1,1,1,有,10380000,115884,,有
安平區,100.15,5,透天厝,299.57,4,2,4,無,21000000,70100,,無
安平區,120.88,5,透天厝,341.41,6,2,2,無,26300000,77033,,無
中西區,12.22,8,華夏,80.88,2,1,1,有,4800000,59345,,有
安平區,32.27,11,住宅大樓,196.55,3,2,2,有,13500000,75093,30.09,有
安平區,39.06,11,住宅大樓,235.78,3,2,2,有,16700000,76330,30.09,有
安平區,33.56,11,住宅大樓,203.9,3,2,2,有,14250000,75656,30.09,有
安平區,41.55,11,住宅大樓,251.38,3,2,2,有,18500000,79081,30.09,有
安平區,27.27,11,住宅大樓,166.46,3,2,2,有,13000000,78097,,有
北區,48.84,5,公寓,165.1,7,0,7,無,5580000,33797,,無
安平區,39.06,11,住宅大樓,235.78,3,2,2,有,16900000,75844,30.09,有
北區,6.39,12,住宅大樓,63.54,2,2,1,有,2400000,37773,,有
中西區,160.51,3,透天厝,312.73,18,2,11,無,13370000,42753,,無
中西區,3.11,21,住宅大樓,35.15,1,0,1,有,1880000,53484,,有
安平區,11.99,24,住宅大樓,181.89,4,2,2,有,6580000,36175,,有
北區,28.79,,,,,,,無,4500000,156316,,
北區,20.9,11,住宅大樓,106.98,2,1,2,有,7160000,68053,14.26,有
安平區,98.97,3,透天厝,211.93,6,3,3,無,7000000,33030,,無
北區,21.43,11,住宅大樓,121.24,2,1,2,有,8050000,66327,14.26,有
北區,20.95,11,住宅大樓,107.79,2,1,2,有,7300000,68963,14.26,有
北區,20.95,,住宅大樓,,2,1,2,有,7500000,70032,,
北區,20.9,11,住宅大樓,106.98,2,1,2,有,7450000,70102,14.26,有
北區,20.95,,住宅大樓,,2,1,2,有,7640000,72598,,
北區,23.82,11,住宅大樓,112.34,2,1,2,有,8300000,73946,20.38,有
北區,89.83,4,透天厝,273.2,5,2,6,無,26880000,98389,,無
北區,,2,透天厝,118.2,4,2,2,無,9500000,80372,,無
安平區,57.95,2,透天厝,81.6,3,2,1,無,4200000,51471,,無
中西區,34.94,5,華夏,145.96,3,2,2,有,10600000,72620,15.35,有
安平區,16.56,14,住宅大樓,156.34,3,2,2,有,6600000,42216,,有
安平區,87,3,透天厝,180.76,5,2,3,無,10500000,58088,,無
中西區,28.01,,住宅大樓,,3,2,3,有,18000000,63487,,
北區,64.45,,,,,,,無,10140000,157327,,
中西區,9.68,,,,,,,無,750000,77495,,
中西區,3.49,12,住宅大樓,45.24,1,1,1,有,1500000,33160,,有
安平區,98.01,,,,,,,無,2964000,30243,,
安平區,16.02,7,華夏,95.3,3,2,2,有,4200000,44073,,有
北區,,1,透天厝,30.62,3,1,1,無,1920000,62704,,無
安平區,8.53,26,住宅大樓,115.36,2,1,1,有,6800000,58945,,有
安平區,470,,,,,,,無,54026500,114950,,
安平區,470,,,,,,,無,54026500,114950,,
安平區,795,,,,,,,無,67334400,84697,,
北區,104,1,透天厝,35.47,2,3,2,無,3444300,97105,,無
安平區,103,,,,,,,無,9030000,87670,,
中西區,39.88,,,,,,,無,1450000,36357,,
安平區,31.9,24,住宅大樓,361.81,3,2,3,有,23830000,66347,21.93,有
中西區,25.07,,住宅大樓,,3,2,3,有,17580000,63565,,
中西區,96.09,,,,,,,無,2500000,26019,,
中西區,24.36,14,住宅大樓,115.93,3,2,2,有,5130000,44250,,有
中西區,5.43,5,華夏,21.75,1,1,1,有,950000,43687,,有
安平區,3.51,,,,,,,有,360000,16014,,
北區,,8,華夏,177.56,4,2,2,有,6100000,34354,,有
北區,9.39,5,公寓,34.24,1,0,1,無,1250000,36503,,無
安平區,8.81,23,住宅大樓,103.32,1,1,1,有,7880000,88456,28.37,有
安平區,9.81,29,住宅大樓,195.74,3,2,2,有,16800000,94174,36.46,有
安平區,8.9,29,住宅大樓,177.39,4,2,2,有,15850000,96084,23.36,有
安平區,9.16,29,住宅大樓,182.64,3,2,2,有,14370000,83625,23.36,有
安平區,9.16,29,住宅大樓,182.64,3,2,2,有,16300000,94487,23.36,有
安平區,8.63,29,住宅大樓,172.17,2,2,2,有,13970000,86152,23.36,有
安平區,8.63,29,住宅大樓,172.17,2,2,2,有,14370000,88840,23.36,有
安平區,8.63,29,住宅大樓,148.81,2,2,2,有,14690000,107934,23.36,有
安平區,76.31,4,透天厝,187.7,4,2,3,無,12000000,63932,,無
中西區,10.68,5,公寓,39.18,1,2,2,無,3200000,81672,,無
北區,14.71,,公寓,,3,2,2,有,2690000,35827,,
北區,,5,透天厝,1878,66,0,66,無,16800000,8946,,無
北區,3.26,14,住宅大樓,29.04,1,1,1,有,2270000,78171,,有
安平區,33.56,11,住宅大樓,203.9,3,2,2,有,13900000,74217,30.09,有
北區,110.77,,,,,,,無,13400000,120975,,
安平區,41.55,11,住宅大樓,251.38,3,2,2,有,17800000,75918,30.09,有
安平區,32.27,11,住宅大樓,196.55,3,2,2,有,13800000,76895,30.09,有
安平區,39.06,11,住宅大樓,235.78,3,2,2,有,16350000,77059,30.09,有
安平區,26.98,6,華夏,132.09,3,2,2,無,6800000,51480,,有
安平區,101,,,,,,,無,9500000,94059,,
中西區,34.44,24,住宅大樓,395.91,3,2,3,有,24500000,61883,29.39,有
安平區,23.92,7,公寓,126.1,3,2,1,無,4380000,34735,,無
中西區,4.19,7,華夏,27.63,1,0,1,有,1450000,52474,,有
安平區,128.5,4,透天厝,343.36,4,3,4,無,25600000,74557,,無
北區,118.22,,透天厝,,5,2,3,無,21000000,91615,,
中西區,7.73,5,公寓,29.8,1,0,1,無,850000,28520,,無
安平區,133,4,透天厝,340.8,6,1,6,無,18000000,52817,,無
中西區,2.38,12,住宅大樓,34.84,1,1,1,有,2800000,80365,,有
中西區,16.45,,華夏,,3,2,2,有,2610000,25951,,
中西區,4.64,5,華夏,21.47,1,0,1,無,685000,31907,,有
安平區,24.93,29,住宅大樓,276.63,3,2,3,有,15850000,58987,24.11,有
中西區,24.42,27,住宅大樓,263.77,3,2,3,有,15880000,61848,25.61,有
中西區,24.42,27,住宅大樓,263.77,3,2,3,有,16300000,63612,25.61,有
安平區,7.84,22,住宅大樓,111.79,1,1,2,有,4200000,37569,,有
北區,21.92,5,公寓,64.19,2,1,1,無,3100000,48291,,無
安平區,15.44,14,住宅大樓,152.04,3,2,2,有,7500000,49328,,有
安平區,9.24,12,住宅大樓,106.27,3,2,2,有,4000000,37640,,有
安平區,18.65,14,住宅大樓,173.6,3,2,2,有,8500000,48962,,有
北區,106.77,4,透天厝,257.22,4,2,4,無,14200000,55206,,無
北區,71.94,2,透天厝,91.3,3,2,2,無,2450000,26835,,無
中西區,103.71,4,透天厝,261.42,5,2,5,無,23500000,89894,,無
北區,69.36,,,,,,,無,8350000,120386,,
安平區,113,,,,,,,無,11000000,97345,,
安平區,18.12,14,住宅大樓,218.56,3,2,2,有,11750000,53761,,有
中西區,53.91,2,透天厝,83.26,2,1,1,無,13500000,162143,,無
中西區,207.15,,,,,,,無,33400000,161232,,
中西區,389.11,,,,,,,無,51200000,131583,,
北區,122.41,4,透天厝,291.68,5,2,5,無,24000000,82282,,無
中西區,,2,透天厝,86.58,3,1,3,無,2200000,25410,,無
安平區,33.56,11,住宅大樓,203.9,3,2,2,有,13850000,76806,30.09,有
安平區,41.55,11,住宅大樓,251.38,3,2,2,有,18080000,76280,30.09,有
安平區,32.27,11,住宅大樓,196.55,3,2,2,有,13480000,75573,30.09,有
安平區,23.52,29,住宅大樓,260.72,3,2,3,有,16300000,61916,24.11,有
安平區,22.8,29,住宅大樓,251.93,3,2,2,有,15500000,63314,24.11,有
安平區,20.85,29,住宅大樓,230.5,3,2,2,有,13250000,56689,24.11,有
北區,11.27,24,住宅大樓,156.81,3,2,2,有,8240000,58265,32.55,有
中西區,12.12,10,華夏,121.13,2,1,2,有,7800000,64391,29.15,有
安平區,7.21,26,住宅大樓,84.7,3,2,2,有,5300000,62570,,有
安平區,39.06,11,住宅大樓,235.78,3,2,2,有,17700000,81192,30.09,有
